[Connect DataFile][1.1]
Date:;19.02.2026
Time:;16:09:11,170
Unit:;C
Resolution:;0,0125
Values:;7
Time;Hot Spot;ROI;Thermal_Corona;Detector Area;2.0 mm;1.5 mm;1.0 mm;
00:00:49,462;60,0;60,0;34,1;69,2;54,4;31,0;42,4;
00:00:49,475;60,0;60,0;34,3;69,0;53,9;30,7;42,3;
00:00:49,487;59,5;59,5;33,9;68,8;53,8;30,6;42,3;
00:00:49,500;59,9;59,9;34,0;69,0;53,7;31,0;42,3;
00:00:49,512;60,0;60,0;33,9;69,1;53,8;30,7;42,1;
00:00:49,525;59,9;59,9;34,1;69,2;54,0;30,6;42,3;
00:00:49,537;59,6;59,6;34,0;68,9;53,9;30,7;42,1;
00:00:49,550;60,0;60,0;33,9;69,2;53,9;30,8;42,1;
00:00:49,562;59,8;59,8;34,1;68,9;53,7;30,6;42,3;
00:00:49,575;59,7;59,7;34,1;69,0;53,9;30,8;42,1;
00:00:49,587;59,9;59,9;34,2;69,1;54,1;30,8;42,3;
00:00:49,600;60,1;60,1;34,2;69,1;53,9;30,7;42,3;
00:00:49,612;59,4;59,4;34,0;69,4;53,8;31,0;42,3;
00:00:49,625;60,2;60,2;34,0;69,0;53,9;30,7;42,4;
00:00:49,637;59,8;59,8;33,9;69,3;53,6;30,6;42,4;
00:00:49,650;59,7;59,7;34,4;69,0;54,1;31,0;42,3;
00:00:49,662;60,0;60,0;34,4;69,4;54,1;30,8;42,2;
00:00:49,675;59,8;59,8;34,3;68,8;54,0;31,0;42,6;
00:00:49,687;59,6;59,6;34,1;68,8;54,0;30,8;42,3;
00:00:49,700;59,9;59,9;34,0;69,4;53,9;30,6;42,2;
00:00:49,712;59,9;59,9;34,2;69,1;53,9;30,8;42,2;
00:00:49,725;60,0;60,0;33,9;69,4;54,2;30,8;42,3;
00:00:49,737;59,6;59,6;34,1;69,1;53,8;30,8;42,6;
00:00:49,750;60,2;60,2;34,1;69,0;53,9;31,0;42,3;
00:00:49,762;60,1;60,1;34,1;69,0;53,9;30,7;42,4;
00:00:49,775;59,8;59,8;34,2;69,2;53,9;30,7;42,5;
00:00:49,787;59,8;59,8;34,2;68,8;53,7;30,8;42,2;
00:00:49,800;60,0;60,0;34,2;69,0;53,7;30,7;42,5;
00:00:49,812;59,8;59,8;34,4;69,1;53,9;30,8;42,3;
00:00:49,825;59,8;59,8;34,7;69,2;53,9;30,8;42,4;
00:00:49,837;60,0;60,0;34,1;69,1;54,0;30,6;42,6;
00:00:49,850;59,8;59,8;34,2;69,2;53,8;30,7;42,6;
00:00:49,862;60,1;60,1;33,9;69,3;53,8;31,1;42,3;
00:00:49,875;59,6;59,6;34,1;68,8;54,0;30,7;42,4;
00:00:49,887;59,7;59,7;34,0;69,3;53,7;31,2;42,6;
00:00:49,900;59,8;59,8;34,0;69,0;53,9;30,7;42,4;
00:00:49,912;60,0;60,0;34,3;69,3;53,9;30,8;42,3;
00:00:49,925;59,8;59,8;34,0;69,0;53,7;30,6;42,4;
00:00:49,937;59,8;59,8;33,9;69,0;53,9;30,6;42,2;
00:00:49,950;59,7;59,7;34,2;68,8;53,9;30,8;42,4;
00:00:49,962;60,0;60,0;34,1;68,8;53,7;30,6;42,4;
00:00:49,975;60,0;60,0;34,1;69,0;54,3;30,8;42,2;
00:00:49,987;59,7;59,7;34,0;69,2;53,9;30,6;42,3;
00:00:50,000;59,8;59,8;34,2;69,6;53,8;30,8;42,1;
00:00:50,012;59,7;59,7;34,1;68,9;53,9;30,9;42,4;
00:00:50,025;60,0;60,0;34,1;68,8;53,9;30,8;42,5;
00:00:50,037;59,5;59,5;33,9;69,2;53,9;30,6;42,2;
00:00:50,050;60,0;60,0;33,7;68,8;53,9;30,5;42,3;
00:00:50,062;60,1;60,1;34,1;68,8;54,0;30,6;42,4;
00:00:50,075;59,9;59,9;34,0;69,0;54,1;30,7;42,2;
00:00:50,087;59,6;59,6;33,9;69,0;53,7;30,6;42,4;
00:00:50,100;59,6;59,6;34,1;68,9;53,9;30,8;42,4;
00:00:50,112;60,1;60,1;33,9;69,0;53,7;30,8;42,4;
00:00:50,125;59,5;59,5;34,2;68,7;53,9;30,6;42,1;
00:00:50,137;60,1;60,1;34,1;69,2;53,8;30,6;42,4;
00:00:50,150;59,7;59,7;33,9;68,8;54,0;30,7;42,3;
00:00:50,162;59,8;59,8;33,9;68,8;54,2;30,8;42,3;
00:00:50,175;59,7;59,7;34,0;69,0;54,1;30,8;42,1;
00:00:50,187;59,7;59,7;34,1;69,0;54,1;31,1;42,4;
00:00:50,200;59,7;59,7;34,1;69,2;53,7;30,6;42,2;
00:00:50,212;60,1;60,1;34,0;69,2;53,7;30,8;42,4;
00:00:50,225;60,1;60,1;34,1;68,8;53,9;30,7;42,3;
00:00:50,237;60,2;60,2;34,1;69,0;54,1;30,4;42,4;
00:00:50,250;59,8;59,8;33,9;69,4;54,1;31,0;42,2;
00:00:50,262;60,0;60,0;33,9;69,0;54,2;30,9;42,4;
00:00:50,275;59,8;59,8;34,0;69,5;54,1;30,6;42,3;
00:00:50,287;59,7;59,7;33,9;69,4;53,7;30,8;42,5;
00:00:50,300;60,2;60,2;34,3;69,4;53,9;30,8;42,4;
00:00:50,312;59,1;59,1;33,7;69,3;53,7;30,6;42,4;
00:00:50,325;59,8;59,8;33,8;69,0;53,9;30,7;42,6;
00:00:50,337;59,7;59,7;33,9;69,0;53,7;30,6;42,4;
00:00:50,350;60,0;60,0;33,9;69,0;53,9;30,4;42,2;
00:00:50,362;59,7;59,7;34,0;69,3;54,6;30,9;42,4;
00:00:50,375;59,6;59,6;34,1;68,8;53,9;30,6;42,3;
00:00:50,387;59,8;59,8;33,9;69,4;53,9;30,8;42,6;
00:00:50,400;59,5;59,5;34,1;69,5;54,1;30,6;42,2;
00:00:50,412;59,4;59,4;34,0;69,3;54,1;30,6;42,1;
00:00:50,425;60,1;60,1;34,0;69,2;54,1;31,0;42,4;
00:00:50,437;59,6;59,6;33,9;69,0;54,0;30,8;42,4;
00:00:50,450;60,0;60,0;34,0;69,4;53,7;30,6;42,3;
00:00:50,462;60,0;60,0;34,1;68,8;53,8;30,8;42,4;
00:00:50,475;59,7;59,7;34,1;69,1;53,9;30,9;42,3;
00:00:50,487;59,7;59,7;33,9;69,6;53,7;30,6;42,3;
00:00:50,500;59,7;59,7;33,8;69,1;53,7;31,1;42,1;
00:00:50,512;60,0;60,0;33,9;69,4;53,8;30,8;42,3;
00:00:50,525;59,9;59,9;33,9;69,0;54,0;30,5;42,4;
00:00:50,537;60,0;60,0;34,0;68,9;53,9;30,8;42,4;
00:00:50,550;59,7;59,7;33,9;69,4;54,0;30,8;42,6;
00:00:50,562;59,7;59,7;34,0;69,2;53,9;30,6;42,3;
00:00:50,575;60,0;60,0;33,9;69,0;53,9;30,9;42,4;
00:00:50,587;59,7;59,7;33,9;69,4;54,0;30,5;42,4;
00:00:50,600;59,8;59,8;33,9;69,0;53,9;30,6;42,1;
00:00:50,612;60,0;60,0;33,9;68,8;54,2;30,7;42,0;
00:00:50,625;60,0;60,0;34,0;68,9;53,9;30,4;42,3;
00:00:50,637;60,1;60,1;34,1;69,1;53,7;30,9;42,2;
00:00:50,650;59,4;59,4;34,0;69,4;53,6;30,5;42,4;
00:00:50,662;60,0;60,0;34,0;69,6;54,0;30,3;42,4;
00:00:50,675;59,7;59,7;33,9;69,4;54,0;30,5;42,2;
00:00:50,687;59,8;59,8;33,9;69,0;54,1;31,0;42,3;
00:00:50,700;59,7;59,7;33,9;69,3;54,1;30,4;42,3;
00:00:50,712;59,6;59,6;33,9;69,4;53,7;30,5;42,3;
00:00:50,725;59,6;59,6;33,9;69,4;54,2;30,6;42,3;
00:00:50,737;60,0;60,0;34,1;69,1;53,7;30,5;42,3;
00:00:50,750;59,8;59,8;33,9;69,0;53,7;30,8;42,4;
00:00:50,762;59,8;59,8;33,9;69,4;54,0;30,9;42,1;
00:00:50,775;59,9;59,9;33,8;68,9;53,7;31,1;42,3;
00:00:50,787;59,9;59,9;33,9;69,0;53,9;30,9;42,3;
00:00:50,800;59,8;59,8;33,7;69,3;54,1;30,6;42,4;
00:00:50,812;60,3;60,3;34,0;69,2;54,1;30,8;42,5;
00:00:50,825;60,0;60,0;33,7;69,2;53,7;30,4;42,1;
00:00:50,837;59,8;59,8;34,0;68,9;53,9;30,7;42,6;
00:00:50,850;59,7;59,7;33,9;69,1;53,7;30,3;42,3;
00:00:50,862;59,7;59,7;33,8;69,1;54,2;30,6;42,4;
00:00:50,875;60,0;60,0;33,7;68,8;53,9;30,6;42,3;
00:00:50,887;59,5;59,5;34,0;69,1;53,9;30,8;42,3;
00:00:50,900;59,8;59,8;33,9;69,2;53,9;30,6;42,5;
00:00:50,912;59,7;59,7;34,1;69,0;53,7;30,6;42,3;
00:00:50,925;59,7;59,7;33,9;69,4;54,0;30,7;42,1;
00:00:50,937;59,7;59,7;33,9;69,0;53,9;30,8;42,1;
00:00:50,950;59,9;59,9;34,0;69,3;53,5;30,6;42,3;
00:00:50,962;59,7;59,7;33,9;69,0;53,5;30,3;42,4;
00:00:50,975;59,8;59,8;33,8;69,4;54,0;30,9;42,3;
00:00:50,987;59,5;59,5;33,9;69,0;53,9;30,7;42,2;
00:00:51,000;59,8;59,8;33,9;68,9;54,1;30,7;42,4;
00:00:51,012;60,0;60,0;34,2;69,0;53,9;30,6;42,6;
00:00:51,025;59,7;59,7;34,0;69,2;53,9;30,7;42,6;
00:00:51,037;59,9;59,9;33,9;69,0;54,0;30,9;42,6;
00:00:51,050;60,1;60,1;33,8;69,1;53,7;30,8;42,3;
00:00:51,062;59,7;59,7;33,9;68,8;53,7;30,6;42,4;
00:00:51,075;59,5;59,5;33,7;69,1;53,9;30,6;42,2;
00:00:51,087;59,8;59,8;33,9;69,2;53,7;30,8;42,1;
00:00:51,100;59,6;59,6;34,0;68,9;53,6;30,7;42,2;
00:00:51,112;59,7;59,7;33,7;68,8;53,6;30,6;42,4;
00:00:51,125;59,3;59,3;33,8;68,9;53,6;30,8;42,1;
00:00:51,137;59,7;59,7;34,1;68,8;53,9;30,3;42,1;
00:00:51,150;59,9;59,9;33,7;68,8;53,7;30,6;42,2;
00:00:51,162;59,6;59,6;33,6;69,0;53,4;30,6;42,3;
00:00:51,175;59,7;59,7;33,5;68,6;53,6;30,3;42,3;
00:00:51,187;59,7;59,7;33,7;69,0;53,9;30,4;42,2;
00:00:51,200;59,5;59,5;33,7;69,0;53,6;30,7;42,3;
00:00:51,212;59,7;59,7;33,9;68,8;53,9;30,4;42,2;
00:00:51,225;59,9;59,9;33,7;69,2;53,9;30,9;42,6;
00:00:51,237;60,0;60,0;33,8;69,0;53,8;30,8;42,4;
00:00:51,250;60,0;60,0;33,9;69,2;53,9;30,8;42,3;
00:00:51,262;59,9;59,9;33,9;69,2;53,6;30,8;42,6;
00:00:51,275;60,0;60,0;33,9;69,1;53,7;30,8;42,3;
00:00:51,287;59,5;59,5;33,8;68,9;54,0;30,7;42,4;
00:00:51,300;60,0;60,0;34,1;68,8;53,9;31,3;42,4;
00:00:51,312;60,0;60,0;33,9;69,3;54,5;30,7;42,5;
00:00:51,325;60,1;60,1;33,8;68,9;54,2;31,1;42,8;
00:00:51,337;60,0;60,0;33,8;69,2;53,9;30,6;42,3;
00:00:51,350;59,7;59,7;34,0;69,4;53,9;30,8;42,3;
00:00:51,362;59,9;59,9;33,8;69,0;54,2;30,6;42,4;
00:00:51,375;59,5;59,5;33,7;69,0;53,9;30,6;42,2;
00:00:51,387;59,6;59,6;34,1;69,0;54,1;30,7;42,4;
00:00:51,400;59,7;59,7;33,8;69,2;53,9;30,7;42,4;
00:00:51,412;60,1;60,1;33,7;68,8;53,9;30,6;42,3;
00:00:51,425;59,5;59,5;33,8;69,0;53,9;30,8;42,4;
00:00:51,437;59,7;59,7;33,8;69,0;53,7;30,7;42,4;
00:00:51,450;59,7;59,7;34,0;69,4;53,7;30,6;42,2;
00:00:51,462;59,8;59,8;34,1;69,4;54,3;30,6;42,4;
00:00:51,475;59,7;59,7;33,9;69,0;53,6;30,8;42,4;
00:00:51,487;60,1;60,1;33,7;69,3;54,0;31,3;42,2;
00:00:51,500;60,0;60,0;34,0;69,4;53,7;30,5;42,4;
00:00:51,512;59,7;59,7;33,7;69,0;54,1;30,6;42,4;
00:00:51,525;59,6;59,6;33,6;69,3;53,9;30,6;42,1;
00:00:51,537;59,8;59,8;33,8;69,4;54,1;30,6;42,3;
00:00:51,550;59,5;59,5;33,9;69,0;53,6;30,6;42,4;
00:00:51,562;59,5;59,5;33,8;69,1;54,0;30,6;42,1;
00:00:51,575;60,1;60,1;33,9;69,5;53,8;30,6;42,3;
00:00:51,587;59,4;59,4;33,9;69,3;53,7;30,3;42,1;
00:00:51,600;60,0;60,0;33,8;69,2;54,1;31,1;42,3;
00:00:51,612;59,7;59,7;33,7;69,0;53,7;30,8;42,3;
00:00:51,625;59,9;59,9;33,7;68,6;53,9;30,6;42,2;
00:00:51,637;60,1;60,1;33,8;69,2;53,7;30,4;42,5;
00:00:51,650;59,4;59,4;33,7;68,6;53,5;30,6;42,1;
00:00:51,662;59,5;59,5;33,9;69,0;53,9;30,6;42,2;
00:00:51,675;59,8;59,8;33,5;69,0;53,9;30,8;42,3;
00:00:51,687;59,8;59,8;33,9;69,0;53,7;30,9;42,2;
00:00:51,700;59,7;59,7;33,9;69,0;53,6;30,5;42,1;
00:00:51,712;59,4;59,4;33,7;69,2;53,8;30,6;42,3;
00:00:51,725;59,8;59,8;33,7;68,9;53,7;30,6;42,4;
00:00:51,737;59,8;59,8;33,9;69,4;53,8;30,9;42,1;
00:00:51,750;59,8;59,8;33,7;69,2;54,1;30,3;42,5;
00:00:51,762;60,0;60,0;33,9;69,4;53,9;30,4;42,3;
00:00:51,775;59,9;59,9;34,2;69,6;53,9;30,5;42,4;
00:00:51,787;59,6;59,6;33,9;69,2;53,7;30,7;42,2;
00:00:51,800;59,6;59,6;33,8;69,0;53,8;30,5;42,5;
00:00:51,812;60,1;60,1;33,8;68,9;53,7;30,8;42,2;
00:00:51,825;60,1;60,1;33,8;69,1;53,7;30,7;42,4;
00:00:51,837;59,8;59,8;33,9;69,2;53,9;30,6;42,3;
00:00:51,850;59,5;59,5;33,9;69,4;53,7;30,6;42,6;
00:00:51,862;59,7;59,7;34,0;69,4;53,6;30,7;42,4;
00:00:51,875;59,7;59,7;33,7;69,0;53,9;30,5;42,4;
00:00:51,887;59,7;59,7;33,9;69,2;53,9;30,8;42,3;
00:00:51,900;60,1;60,1;33,7;69,0;54,1;30,5;42,3;
00:00:51,912;59,5;59,5;33,7;69,0;54,0;30,7;42,1;
00:00:51,925;60,2;60,2;33,7;69,5;53,7;30,6;42,8;
00:00:51,937;59,9;59,9;33,9;69,0;53,8;30,8;42,3;
00:00:51,950;59,8;59,8;33,9;69,2;54,2;30,6;42,8;
00:00:51,962;59,7;59,7;33,7;69,3;53,9;30,7;42,4;
00:00:51,975;59,5;59,5;33,8;68,8;53,5;30,6;42,4;
00:00:51,987;60,0;60,0;33,9;69,4;54,3;30,7;42,4;
00:00:52,000;60,0;60,0;33,8;69,0;54,0;30,6;42,3;
00:00:52,012;59,8;59,8;34,1;69,4;54,1;31,1;42,6;
00:00:52,025;59,6;59,6;33,8;69,2;53,9;30,8;42,4;
00:00:52,037;59,7;59,7;34,0;69,4;53,9;30,6;42,6;
00:00:52,050;59,7;59,7;34,1;69,1;54,2;30,4;42,5;
00:00:52,062;59,8;59,8;33,9;69,3;54,4;30,8;42,4;
00:00:52,075;60,0;60,0;33,8;69,4;53,9;31,1;42,3;
00:00:52,087;60,2;60,2;34,0;69,2;53,7;30,9;42,0;
00:00:52,100;59,5;59,5;33,6;69,4;53,6;30,6;42,5;
00:00:52,112;59,7;59,7;33,8;68,8;53,9;31,2;42,4;
00:00:52,125;59,8;59,8;33,9;69,1;53,9;30,6;42,4;
00:00:52,137;60,1;60,1;33,9;69,4;53,7;30,8;42,1;
00:00:52,150;60,0;60,0;33,7;69,2;53,9;30,6;42,3;
00:00:52,162;60,0;60,0;33,6;69,1;53,8;30,6;42,1;
00:00:52,175;59,4;59,4;33,6;69,3;53,7;30,9;42,6;
00:00:52,187;59,8;59,8;33,7;68,8;53,8;30,5;42,2;
00:00:52,200;59,6;59,6;33,7;69,2;53,9;30,4;42,4;
00:00:52,212;59,5;59,5;33,9;69,1;54,0;30,6;42,1;
00:00:52,225;59,8;59,8;33,7;69,6;54,1;30,9;42,4;
00:00:52,237;60,1;60,1;33,7;69,0;53,8;30,7;42,3;
00:00:52,250;59,7;59,7;33,8;69,2;53,9;30,7;42,4;
00:00:52,262;59,5;59,5;33,7;69,3;53,9;30,7;42,3;
00:00:52,275;59,7;59,7;33,7;69,2;53,5;30,6;42,3;
00:00:52,287;59,8;59,8;33,6;69,0;53,7;30,6;42,3;
00:00:52,300;59,7;59,7;33,6;69,0;53,3;31,0;42,3;
00:00:52,312;59,7;59,7;33,6;69,0;54,1;30,8;42,2;
00:00:52,325;60,0;60,0;33,8;69,3;53,7;30,6;42,2;
00:00:52,337;59,8;59,8;33,5;69,4;54,0;30,6;42,6;
00:00:52,350;59,8;59,8;33,5;69,1;53,7;30,8;42,2;
00:00:52,362;59,9;59,9;33,8;69,2;53,7;30,6;42,2;
00:00:52,375;59,8;59,8;33,5;69,0;53,9;30,8;42,2;
00:00:52,387;59,5;59,5;33,5;68,8;53,7;30,4;42,3;
00:00:52,400;59,9;59,9;33,7;69,2;53,6;30,7;42,1;
00:00:52,412;59,9;59,9;33,8;69,0;53,6;30,8;42,3;
00:00:52,425;59,8;59,8;33,9;69,4;53,8;30,8;42,1;
00:00:52,437;60,0;60,0;33,5;69,4;54,0;30,6;42,1;
00:00:52,450;59,8;59,8;33,7;69,4;53,7;30,6;42,2;
00:00:52,462;59,6;59,6;33,6;69,0;53,3;30,5;42,3;
00:00:52,475;59,5;59,5;33,7;69,3;53,9;30,5;42,0;
00:00:52,487;59,9;59,9;33,7;69,1;53,5;30,6;42,3;
00:00:52,500;59,7;59,7;33,7;69,0;53,3;30,6;42,6;
00:00:52,512;60,0;60,0;33,7;69,0;53,9;30,3;42,2;
00:00:52,525;60,0;60,0;33,5;68,9;53,7;30,5;41,9;
00:00:52,537;59,7;59,7;33,7;69,2;53,9;30,6;42,3;
00:00:52,550;60,0;60,0;33,7;69,4;53,9;30,8;42,3;
00:00:52,562;59,8;59,8;33,6;69,0;53,6;30,7;42,3;
00:00:52,575;60,0;60,0;33,6;69,0;54,2;30,3;42,1;
00:00:52,587;59,5;59,5;33,4;69,1;53,7;30,4;42,1;
00:00:52,600;59,9;59,9;33,9;69,0;53,7;30,6;42,3;
00:00:52,612;60,1;60,1;33,7;69,1;53,8;30,4;42,4;
00:00:52,625;60,2;60,2;33,7;69,4;53,8;30,8;42,3;
00:00:52,637;59,7;59,7;33,6;69,2;53,9;30,6;42,3;
00:00:52,650;60,0;60,0;33,6;68,8;54,1;30,8;42,4;
00:00:52,662;59,8;59,8;33,5;69,1;53,8;30,7;42,4;
00:00:52,675;59,8;59,8;33,6;69,2;53,6;30,8;42,1;
00:00:52,687;59,9;59,9;33,7;69,0;54,0;30,4;42,1;
00:00:52,700;59,5;59,5;33,6;69,0;53,9;30,6;42,0;
00:00:52,712;59,5;59,5;33,5;69,2;53,7;30,5;42,3;
00:00:52,725;59,9;59,9;33,7;69,4;53,9;30,8;42,1;
00:00:52,737;59,8;59,8;33,5;69,0;54,0;30,8;42,4;
00:00:52,750;60,0;60,0;33,7;69,4;53,9;30,8;42,5;
00:00:52,762;59,5;59,5;33,7;69,1;53,6;30,6;42,3;
00:00:52,775;59,8;59,8;33,6;69,2;53,9;30,5;42,3;
00:00:52,787;59,8;59,8;33,5;69,1;54,0;30,6;43,0;
00:00:52,800;59,9;59,9;33,6;69,1;53,6;31,1;42,9;
00:00:52,812;59,8;59,8;33,7;69,1;54,1;30,7;42,6;
00:00:52,825;59,8;59,8;33,4;69,0;53,7;30,8;43,2;
00:00:52,837;59,8;59,8;33,8;69,3;53,9;30,8;43,2;
00:00:52,850;60,0;60,0;33,9;69,0;53,9;30,5;43,1;
00:00:52,862;60,0;60,0;33,6;69,0;53,7;30,3;42,8;
00:00:52,875;60,0;60,0;33,9;69,5;53,8;30,8;43,2;
00:00:52,887;59,8;59,8;33,8;69,6;54,4;30,8;43,1;
00:00:52,900;59,8;59,8;33,7;69,3;54,0;30,9;43,7;
00:00:52,912;59,5;59,5;33,7;68,9;53,8;30,6;43,1;
00:00:52,925;59,8;59,8;33,7;68,6;53,8;30,7;43,1;
00:00:52,937;59,7;59,7;33,7;69,0;54,0;30,6;43,2;
00:00:52,950;60,0;60,0;33,6;69,3;53,9;30,5;42,8;
00:00:52,962;60,0;60,0;33,7;69,1;54,0;30,9;43,1;
00:00:52,975;60,3;60,3;33,8;69,5;53,7;30,4;43,1;
00:00:52,987;59,9;59,9;33,5;69,0;54,1;30,6;43,1;
00:00:53,000;59,4;59,4;33,7;69,4;53,8;30,8;43,2;
00:00:53,012;59,7;59,7;33,7;69,0;53,6;30,9;43,2;
00:00:53,025;59,5;59,5;33,7;68,9;53,8;30,8;43,2;
00:00:53,037;59,5;59,5;34,0;69,2;54,2;30,9;43,4;
00:00:53,050;59,8;59,8;33,3;69,3;53,9;30,6;43,3;
00:00:53,062;59,7;59,7;33,7;69,4;54,0;30,4;43,1;
00:00:53,075;59,9;59,9;33,7;69,4;53,8;30,6;43,0;
00:00:53,087;59,8;59,8;33,6;69,1;53,5;30,5;43,2;
00:00:53,100;59,8;59,8;33,8;68,8;53,8;30,8;43,4;
00:00:53,112;59,7;59,7;33,7;69,0;53,7;30,8;43,1;
00:00:53,125;59,7;59,7;33,8;69,0;53,5;30,3;42,8;
00:00:53,137;59,4;59,4;33,3;69,0;53,4;30,3;43,5;
00:00:53,150;59,8;59,8;33,5;69,0;53,8;30,4;43,2;
00:00:53,162;60,1;60,1;33,8;69,0;53,7;30,7;43,2;
00:00:53,175;59,6;59,6;33,5;69,0;53,3;30,6;42,8;
00:00:53,187;59,8;59,8;33,6;69,3;53,9;30,7;43,6;
00:00:53,200;59,8;59,8;33,3;69,1;53,9;30,6;43,2;
00:00:53,212;59,8;59,8;33,6;69,3;53,9;30,6;43,4;
00:00:53,225;60,0;60,0;33,7;69,2;53,7;30,7;43,4;
00:00:53,237;59,6;59,6;33,8;69,4;54,0;30,6;43,2;
00:00:53,250;59,8;59,8;33,9;69,1;53,6;30,6;43,2;
00:00:53,262;60,0;60,0;33,5;69,0;53,9;30,6;43,2;
00:00:53,275;59,5;59,5;33,5;69,0;53,9;30,8;43,1;
00:00:53,287;59,6;59,6;33,7;69,4;53,8;30,8;43,2;
00:00:53,300;59,6;59,6;33,9;69,1;53,6;30,5;43,1;
00:00:53,312;59,9;59,9;33,5;69,0;53,7;30,6;42,7;
00:00:53,325;59,5;59,5;33,6;68,9;54,0;30,4;43,6;
00:00:53,337;59,8;59,8;33,7;68,9;53,8;30,7;43,6;
00:00:53,350;59,7;59,7;33,3;69,1;53,6;30,8;43,5;
00:00:53,362;60,0;60,0;33,5;68,6;53,9;30,7;43,0;
00:00:53,375;59,5;59,5;33,7;69,0;54,1;30,8;43,4;
00:00:53,387;59,3;59,3;33,7;69,2;54,0;30,7;43,3;
00:00:53,400;59,8;59,8;33,5;69,0;53,7;30,7;43,1;
00:00:53,412;59,9;59,9;33,5;69,0;53,6;30,5;43,3;
00:00:53,425;59,5;59,5;33,5;69,0;54,0;30,3;43,4;
00:00:53,437;59,8;59,8;33,3;69,0;53,7;30,8;43,1;
00:00:53,450;60,0;60,0;33,7;69,1;53,6;30,8;43,1;
00:00:53,462;59,6;59,6;33,6;68,9;53,6;31,0;43,2;
00:00:53,475;59,6;59,6;33,7;69,4;53,8;30,7;43,2;
00:00:53,487;59,4;59,4;33,4;68,9;53,8;30,9;43,1;
00:00:53,500;60,0;60,0;33,7;69,1;53,6;30,8;43,2;
00:00:53,512;59,9;59,9;33,5;69,0;53,7;30,8;43,6;
00:00:53,525;60,2;60,2;33,5;68,8;54,1;30,5;43,3;
00:00:53,537;59,6;59,6;33,5;69,4;53,6;30,5;43,2;
00:00:53,550;59,6;59,6;33,7;69,4;54,2;30,6;43,2;
00:00:53,562;59,8;59,8;33,7;68,7;53,5;30,6;43,6;
00:00:53,575;59,8;59,8;33,7;69,3;53,9;30,7;43,2;
00:00:53,587;59,7;59,7;33,6;69,1;54,0;31,0;43,1;
00:00:53,600;59,7;59,7;33,6;68,9;53,7;30,6;43,2;
00:00:53,612;59,4;59,4;33,8;69,1;53,6;30,7;43,4;
00:00:53,625;60,0;60,0;33,5;69,1;53,5;30,8;43,4;
00:00:53,637;60,0;60,0;33,5;69,3;53,9;30,9;42,9;
00:00:53,650;60,2;60,2;33,4;69,4;53,6;30,6;43,4;
00:00:53,662;59,6;59,6;33,6;69,3;54,0;30,8;43,6;
00:00:53,675;60,0;60,0;33,5;69,3;54,2;30,8;43,2;
00:00:53,687;60,1;60,1;33,6;69,3;54,0;30,8;43,2;
00:00:53,700;59,5;59,5;33,4;69,2;53,7;30,6;43,1;
00:00:53,712;59,9;59,9;33,4;69,3;53,7;30,7;43,3;
00:00:53,725;59,3;59,3;33,3;69,1;53,8;30,8;43,5;
00:00:53,737;60,0;60,0;33,3;69,1;53,8;30,5;43,2;
00:00:53,750;59,5;59,5;33,5;69,1;53,9;30,6;43,4;
00:00:53,762;60,0;60,0;33,7;69,1;53,9;30,7;43,1;
00:00:53,775;59,8;59,8;33,7;68,8;53,9;30,6;43,6;
00:00:53,787;60,0;60,0;34,0;69,2;54,0;30,9;43,1;
00:00:53,800;59,9;59,9;33,5;69,1;53,8;30,6;43,4;
00:00:53,812;60,1;60,1;33,7;69,4;54,1;30,8;43,2;
00:00:53,825;60,4;60,4;33,7;69,2;53,8;30,6;43,4;
00:00:53,837;60,0;60,0;33,6;69,1;53,8;30,6;43,2;
00:00:53,850;59,7;59,7;33,5;69,0;53,9;30,7;43,3;
00:00:53,862;59,8;59,8;33,6;68,9;53,7;30,8;43,4;
00:00:53,875;59,7;59,7;33,7;69,3;53,9;30,8;43,1;
00:00:53,887;59,6;59,6;33,6;69,1;53,7;30,6;43,4;
00:00:53,900;59,5;59,5;33,5;69,1;53,6;30,6;43,4;
00:00:53,912;59,4;59,4;33,9;69,4;53,9;30,7;43,2;
00:00:53,925;59,7;59,7;33,5;69,3;53,4;30,5;43,4;
00:00:53,937;59,5;59,5;33,7;69,1;53,9;30,7;43,2;
00:00:53,950;60,0;60,0;33,6;69,0;53,9;30,7;43,1;
00:00:53,962;60,3;60,3;33,7;69,4;53,9;30,7;43,4;
00:00:53,975;60,1;60,1;33,2;68,8;53,6;30,6;43,1;
00:00:53,987;59,5;59,5;33,5;69,3;53,8;30,8;43,3;
00:00:54,000;60,0;60,0;33,9;69,1;54,0;30,8;43,3;
00:00:54,012;60,1;60,1;33,7;69,1;54,0;30,8;43,5;
00:00:54,025;59,7;59,7;33,7;69,5;54,0;31,2;43,6;
00:00:54,037;60,0;60,0;33,7;69,3;54,0;30,8;43,4;
00:00:54,050;59,4;59,4;34,1;69,4;53,9;31,0;43,5;
00:00:54,062;59,8;59,8;33,7;69,2;54,0;31,1;43,6;
00:00:54,075;60,1;60,1;33,7;69,2;54,0;31,1;43,1;
00:00:54,087;60,1;60,1;33,8;69,0;54,1;31,1;43,6;
00:00:54,100;59,8;59,8;33,8;69,4;54,1;30,8;43,5;
00:00:54,112;60,3;60,3;33,8;69,2;54,0;31,4;43,6;
00:00:54,125;60,2;60,2;33,8;69,3;54,0;31,0;43,4;
00:00:54,137;60,3;60,3;33,7;69,3;54,0;31,2;43,6;
