[Connect DataFile][1.1]
Date:;09.12.2025
Time:;14:33:56,533
Unit:;°C
Resolution:;0,0125
Values:;4
Time;Hot Spot;ROI;Thermal_Corona;Detector Area;
00:00:02,562;55,0;55,0;34,5;57,2;
00:00:02,575;55,0;55,0;34,5;57,2;
00:00:02,587;55,1;55,1;34,5;57,2;
00:00:02,600;55,1;55,1;34,5;57,7;
00:00:02,612;55,0;55,0;34,5;57,4;
00:00:02,625;55,3;55,3;34,4;57,3;
00:00:02,637;55,0;55,0;34,5;57,3;
00:00:02,650;55,2;55,2;34,5;57,2;
00:00:02,662;55,2;55,2;34,7;57,4;
00:00:02,675;55,3;55,3;34,8;57,3;
00:00:02,687;55,1;55,1;34,3;57,2;
00:00:02,700;55,0;55,0;34,8;57,3;
00:00:02,712;55,2;55,2;34,5;57,4;
00:00:02,725;55,1;55,1;34,4;57,1;
00:00:02,737;54,9;54,9;34,7;57,1;
00:00:02,750;55,1;55,1;34,4;57,4;
00:00:02,762;55,1;55,1;34,5;57,3;
00:00:02,775;55,0;55,0;34,5;56,9;
00:00:02,787;55,2;55,2;34,5;57,2;
00:00:02,800;55,0;55,0;34,5;57,1;
00:00:02,812;55,2;55,2;34,3;57,2;
00:00:02,825;55,1;55,1;34,5;57,1;
00:00:02,837;55,2;55,2;34,5;57,2;
00:00:02,850;55,0;55,0;34,3;57,3;
00:00:02,862;55,3;55,3;34,5;57,2;
00:00:02,875;55,2;55,2;34,5;57,3;
00:00:02,887;55,1;55,1;34,4;57,2;
00:00:02,900;55,0;55,0;34,6;56,9;
00:00:02,912;55,0;55,0;34,4;57,1;
00:00:02,925;55,0;55,0;34,3;57,1;
00:00:02,937;55,2;55,2;34,3;57,1;
00:00:02,950;55,0;55,0;34,5;57,3;
00:00:02,962;55,0;55,0;34,5;57,3;
00:00:02,975;55,1;55,1;34,4;57,2;
00:00:02,987;55,1;55,1;34,5;57,1;
00:00:03,000;55,2;55,2;34,6;57,3;
00:00:03,012;55,0;55,0;34,3;57,2;
00:00:03,025;55,1;55,1;34,6;57,1;
00:00:03,037;55,4;55,4;34,4;57,2;
00:00:03,050;55,4;55,4;34,3;57,3;
00:00:03,062;55,1;55,1;34,5;56,9;
00:00:03,075;54,9;54,9;34,5;57,2;
00:00:03,087;55,0;55,0;34,4;56,9;
00:00:03,100;55,0;55,0;34,5;57,2;
00:00:03,112;55,0;55,0;34,5;57,4;
00:00:03,125;55,1;55,1;34,4;57,3;
00:00:03,137;55,0;55,0;34,6;57,4;
00:00:03,150;55,0;55,0;34,7;57,4;
00:00:03,162;55,2;55,2;34,4;57,5;
00:00:03,175;55,3;55,3;34,5;57,3;
00:00:03,187;55,1;55,1;34,5;57,4;
00:00:03,200;55,2;55,2;34,8;57,2;
00:00:03,212;55,1;55,1;34,5;57,3;
00:00:03,225;55,1;55,1;34,4;57,2;
00:00:03,237;55,2;55,2;34,8;57,2;
00:00:03,250;55,2;55,2;34,6;57,4;
00:00:03,262;55,2;55,2;34,5;57,4;
00:00:03,275;55,0;55,0;34,5;57,5;
00:00:03,287;55,1;55,1;34,4;57,2;
00:00:03,300;55,0;55,0;34,7;57,3;
00:00:03,312;54,9;54,9;34,4;57,1;
00:00:03,325;55,4;55,4;34,7;57,3;
00:00:03,337;55,0;55,0;34,6;57,2;
00:00:03,350;55,1;55,1;34,5;57,1;
00:00:03,362;55,0;55,0;34,5;56,8;
00:00:03,375;55,4;55,4;34,7;57,2;
00:00:03,387;55,1;55,1;34,5;57,1;
00:00:03,400;55,0;55,0;34,6;57,3;
00:00:03,412;55,1;55,1;34,4;57,2;
00:00:03,425;55,0;55,0;34,6;56,9;
00:00:03,437;55,1;55,1;34,5;56,9;
00:00:03,450;55,1;55,1;34,4;56,9;
00:00:03,462;55,2;55,2;34,6;57,4;
00:00:03,475;55,1;55,1;34,3;57,2;
00:00:03,487;55,1;55,1;34,6;57,1;
00:00:03,500;55,1;55,1;34,5;57,2;
00:00:03,512;55,2;55,2;34,5;57,1;
00:00:03,525;55,0;55,0;34,4;57,1;
00:00:03,537;55,5;55,5;34,7;57,2;
00:00:03,550;55,2;55,2;34,5;57,1;
00:00:03,562;55,0;55,0;34,7;57,2;
00:00:03,575;55,1;55,1;34,5;57,2;
00:00:03,587;55,1;55,1;34,3;57,2;
00:00:03,600;55,3;55,3;34,5;57,1;
00:00:03,612;55,0;55,0;34,3;57,3;
00:00:03,625;55,0;55,0;34,4;56,9;
00:00:03,637;55,1;55,1;34,5;56,9;
00:00:03,650;55,1;55,1;34,2;57,4;
00:00:03,662;55,2;55,2;34,7;57,3;
00:00:03,675;55,1;55,1;34,4;57,4;
00:00:03,687;55,0;55,0;34,5;57,2;
00:00:03,700;54,9;54,9;34,4;57,2;
00:00:03,712;54,9;54,9;34,7;57,2;
00:00:03,725;55,0;55,0;34,5;57,3;
00:00:03,737;55,2;55,2;34,7;57,3;
00:00:03,750;55,1;55,1;34,4;57,2;
00:00:03,762;55,0;55,0;34,4;57,3;
00:00:03,775;55,0;55,0;34,5;56,9;
